Year,Division,School,Level,Subgroup,Test Level,Subject Area,Subject,Percent Pass
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Asian,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Black,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Economically Disadvantaged,4,ENGR,Grade 4 English Reading,56
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,English Learners,4,ENGR,Grade 4 English Reading,40
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Female,4,ENGR,Grade 4 English Reading,62
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Hispanic,4,ENGR,Grade 4 English Reading,48
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Homeless,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Male,4,ENGR,Grade 4 English Reading,59
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Multiple Races,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Not Economically Disadvantaged,4,ENGR,Grade 4 English Reading,68
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students with Disabilities,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students without Disabilities,4,ENGR,Grade 4 English Reading,62
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,White,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,All Students,5,ENGR,Grade 5 English Reading,65
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,American Indian,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Asian,5,ENGR,Grade 5 English Reading,92
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Black,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Economically Disadvantaged,5,ENGR,Grade 5 English Reading,58
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,English Learners,5,ENGR,Grade 5 English Reading,23
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Female,5,ENGR,Grade 5 English Reading,65
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Hispanic,5,ENGR,Grade 5 English Reading,56
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Homeless,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Male,5,ENGR,Grade 5 English Reading,64
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Multiple Races,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Not Economically Disadvantaged,5,ENGR,Grade 5 English Reading,77
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students with Disabilities,5,ENGR,Grade 5 English Reading,27
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students without Disabilities,5,ENGR,Grade 5 English Reading,71
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,White,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,All Students,3,MATH,Grade 3 Mathematics,27
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Asian,3,MATH,Grade 3 Mathematics,50
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Black,3,MATH,Grade 3 Mathematics,40
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Economically Disadvantaged,3,MATH,Grade 3 Mathematics,19
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,English Learners,3,MATH,Grade 3 Mathematics,18
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Female,3,MATH,Grade 3 Mathematics,24
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Hispanic,3,MATH,Grade 3 Mathematics,7
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Homeless,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Male,3,MATH,Grade 3 Mathematics,30
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Military Connected,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Multiple Races,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Not Economically Disadvantaged,3,MATH,Grade 3 Mathematics,42
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students with Disabilities,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students without Disabilities,3,MATH,Grade 3 Mathematics,28
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,White,3,MATH,Grade 3 Mathematics,60
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,All Students,4,MATH,Grade 4 Mathematics,61
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Asian,4,MATH,Grade 4 Mathematics,90
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Black,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Economically Disadvantaged,4,MATH,Grade 4 Mathematics,59
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,English Learners,4,MATH,Grade 4 Mathematics,45
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Female,4,MATH,Grade 4 Mathematics,56
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Hispanic,4,MATH,Grade 4 Mathematics,49
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Homeless,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Male,4,MATH,Grade 4 Mathematics,65
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Multiple Races,4,MATH,Grade 4 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Not Economically Disadvantaged,4,MATH,Grade 4 Mathematics,65
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students with Disabilities,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students without Disabilities,4,MATH,Grade 4 Mathematics,62
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,White,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,All Students,5,MATH,Grade 5 Mathematics,55
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,American Indian,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Asian,5,MATH,Grade 5 Mathematics,92
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Black,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Economically Disadvantaged,5,MATH,Grade 5 Mathematics,46
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,English Learners,5,MATH,Grade 5 Mathematics,26
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Female,5,MATH,Grade 5 Mathematics,55
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Hispanic,5,MATH,Grade 5 Mathematics,46
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Homeless,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Male,5,MATH,Grade 5 Mathematics,54
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Multiple Races,5,MATH,Grade 5 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Not Economically Disadvantaged,5,MATH,Grade 5 Mathematics,70
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students with Disabilities,5,MATH,Grade 5 Mathematics,33
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students without Disabilities,5,MATH,Grade 5 Mathematics,59
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,White,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,All Students,,MATH,Mathematics,47
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,American Indian,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Asian,,MATH,Mathematics,78
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Black,,MATH,Mathematics,48
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Economically Disadvantaged,,MATH,Mathematics,41
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,English Learners,,MATH,Mathematics,30
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Female,,MATH,Mathematics,45
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Hispanic,,MATH,Mathematics,35
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Homeless,,MATH,Mathematics,13
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Male,,MATH,Mathematics,50
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Military Connected,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Multiple Races,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Not Economically Disadvantaged,,MATH,Mathematics,59
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students with Disabilities,,MATH,Mathematics,33
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,Students without Disabilities,,MATH,Mathematics,49
2020 - 2021,Loudoun County Public Schools,Rolling Ridge Elementary,SCH,White,,MATH,Mathematics,63
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,,ENGR,English Reading,45
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,,ENGR,English Reading,85
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,,ENGR,English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,,ENGR,English Reading,35
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,,ENGR,English Reading,15
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,,ENGR,English Reading,48
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,,ENGR,English Reading,37
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,,ENGR,English Reading,12
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,,ENGR,English Reading,42
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Military Connected,,ENGR,English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,,ENGR,English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Native Hawaiian,,ENGR,English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,,ENGR,English Reading,69
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,,ENGR,English Reading,28
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,,ENGR,English Reading,47
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,,ENGR,English Reading,56
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,3,ENGR,Grade 3 English Reading,49
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,3,ENGR,Grade 3 English Reading,32
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,3,ENGR,Grade 3 English Reading,17
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,3,ENGR,Grade 3 English Reading,62
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,3,ENGR,Grade 3 English Reading,39
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,3,ENGR,Grade 3 English Reading,36
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,3,ENGR,Grade 3 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,3,ENGR,Grade 3 English Reading,80
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,3,ENGR,Grade 3 English Reading,50
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,4,ENGR,Grade 4 English Reading,44
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,4,ENGR,Grade 4 English Reading,35
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,4,ENGR,Grade 4 English Reading,17
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,4,ENGR,Grade 4 English Reading,40
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,4,ENGR,Grade 4 English Reading,34
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,4,ENGR,Grade 4 English Reading,8
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,4,ENGR,Grade 4 English Reading,49
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Military Connected,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Native Hawaiian,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,4,ENGR,Grade 4 English Reading,70
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,4,ENGR,Grade 4 English Reading,45
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,4,ENGR,Grade 4 English Reading,42
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,5,ENGR,Grade 5 English Reading,42
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,5,ENGR,Grade 5 English Reading,36
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,5,ENGR,Grade 5 English Reading,10
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,5,ENGR,Grade 5 English Reading,44
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,5,ENGR,Grade 5 English Reading,38
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,5,ENGR,Grade 5 English Reading,14
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,5,ENGR,Grade 5 English Reading,41
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Military Connected,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,5,ENGR,Grade 5 English Reading,58
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,5,ENGR,Grade 5 English Reading,47
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,3,MATH,Grade 3 Mathematics,37
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,3,MATH,Grade 3 Mathematics,23
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,3,MATH,Grade 3 Mathematics,18
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,3,MATH,Grade 3 Mathematics,45
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,3,MATH,Grade 3 Mathematics,24
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,3,MATH,Grade 3 Mathematics,29
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,3,MATH,Grade 3 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,3,MATH,Grade 3 Mathematics,62
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,3,MATH,Grade 3 Mathematics,40
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,4,MATH,Grade 4 Mathematics,22
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,4,MATH,Grade 4 Mathematics,21
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,4,MATH,Grade 4 Mathematics,8
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,4,MATH,Grade 4 Mathematics,11
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,4,MATH,Grade 4 Mathematics,15
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,4,MATH,Grade 4 Mathematics,17
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,4,MATH,Grade 4 Mathematics,32
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Military Connected,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Native Hawaiian,4,MATH,Grade 4 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,4,MATH,Grade 4 Mathematics,25
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,4,MATH,Grade 4 Mathematics,24
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,4,MATH,Grade 4 Mathematics,25
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,5,MATH,Grade 5 Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,5,MATH,Grade 5 Mathematics,32
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,5,MATH,Grade 5 Mathematics,5
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,5,MATH,Grade 5 Mathematics,37
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,5,MATH,Grade 5 Mathematics,28
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,5,MATH,Grade 5 Mathematics,21
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,5,MATH,Grade 5 Mathematics,33
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Military Connected,5,MATH,Grade 5 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,5,MATH,Grade 5 Mathematics,42
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,5,MATH,Grade 5 Mathematics,38
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,All Students,,MATH,Mathematics,31
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Asian,,MATH,Mathematics,69
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Black,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Economically Disadvantaged,,MATH,Mathematics,25
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,English Learners,,MATH,Mathematics,10
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Female,,MATH,Mathematics,30
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Hispanic,,MATH,Mathematics,22
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Homeless,,MATH,Mathematics,17
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Male,,MATH,Mathematics,31
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Military Connected,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Multiple Races,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Native Hawaiian,,MATH,Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Not Economically Disadvantaged,,MATH,Mathematics,43
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students with Disabilities,,MATH,Mathematics,-
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,Students without Disabilities,,MATH,Mathematics,34
2020 - 2021,Loudoun County Public Schools,Sterling Elementary,SCH,White,,MATH,Mathematics,46
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,,ENGR,English Reading,44
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,,ENGR,English Reading,72
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,,ENGR,English Reading,46
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,,ENGR,English Reading,38
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,,ENGR,English Reading,24
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,,ENGR,English Reading,50
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,,ENGR,English Reading,37
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,,ENGR,English Reading,17
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,,ENGR,English Reading,38
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Multiple Races,,ENGR,English Reading,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,,ENGR,English Reading,71
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,,ENGR,English Reading,17
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,,ENGR,English Reading,47
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,,ENGR,English Reading,70
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,3,ENGR,Grade 3 English Reading,34
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,3,ENGR,Grade 3 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,3,ENGR,Grade 3 English Reading,28
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,3,ENGR,Grade 3 English Reading,19
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,3,ENGR,Grade 3 English Reading,41
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,3,ENGR,Grade 3 English Reading,25
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,3,ENGR,Grade 3 English Reading,18
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,3,ENGR,Grade 3 English Reading,26
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Multiple Races,3,ENGR,Grade 3 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,3,ENGR,Grade 3 English Reading,62
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,3,ENGR,Grade 3 English Reading,36
